drifter8,drifter,8,drifter8@drifter.labs.overthewire.org,2230,0,0
drifter9,drifter,9,drifter9@drifter.labs.overthewire.org,2230,0,0
drifter10,drifter,10,drifter10@drifter.labs.overthewire.org,2230,0,0
drifter11,drifter,11,drifter11@drifter.labs.overthewire.org,2230,0,0
drifter12,drifter,12,drifter12@drifter.labs.overthewire.org,2230,0,0
drifter13,drifter,13,drifter13@drifter.labs.overthewire.org,2230,0,0
drifter14,drifter,14,drifter14@drifter.labs.overthewire.org,2230,0,0
drifter15,drifter,15,drifter15@drifter.labs.overthewire.org,2230,0,0
formulaone0,formulaone,0,formulaone0@formulaone.labs.overthewire.org,2223,0,0
formulaone1,formulaone,1,formulaone1@formulaone.labs.overthewire.org,2223,0,0
formulaone2,formulaone,2,formulaone2@formulaone.labs.overthewire.org,2223,0,0
formulaone3,formulaone,3,formulaone3@formulaone.labs.overthewire.org,2223,0,0
formulaone4,formulaone,4,formulaone4@formulaone.labs.overthewire.org,2223,0,0
formulaone5,formulaone,5,formulaone5@formulaone.labs.overthewire.org,2223,0,0
formulaone6,formulaone,6,formulaone6@formulaone.labs.overthewire.org,2223,0,0
